state,st_abbr,countyname,pollutant,revoked_naaqs,area_name,split,yr2021,yr2022,yr2023,effec_rede,nonattain,class,part,population,fips_state,fips_cnty,pollorder,composid,exportdt
CALIFORNIA,CA,Solano County,8-Hour Ozone (2008),,"Sacramento Metro, CA",FALSE,21,22,23,  -   -,Yes,Severe 15,P,129377,06,095,c,Ozone_8-hr.2008.Sacramento,9/30/2023
CALIFORNIA,CA,Solano County,8-Hour Ozone (2008),,"San Francisco Bay Area, CA",FALSE,21,22,23,  -   -,Yes,Marginal,P,285082,06,095,f,Ozone_8-hr.2008.San_Francisco,9/30/2023
CALIFORNIA,CA,Solano County,8-Hour Ozone (2015),,"Sacramento Metro, CA",FALSE,21,22,23,  -   -,Yes,Serious,P,129291,06,095,d,Ozone_8-hr.2015.Sacramento,9/30/2023
CALIFORNIA,CA,Solano County,8-Hour Ozone (2015),,"San Francisco Bay Area, CA",FALSE,21,22,23,  -   -,Yes,Marginal,P,284053,06,095,f,Ozone_8-hr.2015.San_Francisco,9/30/2023
CALIFORNIA,CA,Solano County,PM-2.5 (2006),,"Sacramento, CA",FALSE,21,22,23,  -   -,Yes,Moderate,P,129588,06,095,e,PM-2.5.2006.Sacramento,9/30/2023
CALIFORNIA,CA,Solano County,PM-2.5 (2006),,"San Francisco Bay Area, CA",FALSE,21,22,23,  -   -,Yes,Moderate,P,284288,06,095,e,PM-2.5.2006.San_Francisco,9/30/2023
CALIFORNIA,CA,Sonoma County,8-Hour Ozone (2008),,"San Francisco Bay Area, CA",FALSE,21,22,23,  -   -,Yes,Marginal,P,434421,06,097,f,Ozone_8-hr.2008.San_Francisco,9/30/2023
CALIFORNIA,CA,Sonoma County,8-Hour Ozone (2015),,"San Francisco Bay Area, CA",FALSE,21,22,23,  -   -,Yes,Marginal,P,431795,06,097,f,Ozone_8-hr.2015.San_Francisco,9/30/2023
CALIFORNIA,CA,Sonoma County,PM-2.5 (2006),,"San Francisco Bay Area, CA",FALSE,21,22,23,  -   -,Yes,Moderate,P,433262,06,097,e,PM-2.5.2006.San_Francisco,9/30/2023
CALIFORNIA,CA,Stanislaus County,8-Hour Ozone (2008),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Extreme,W,514453,06,099,a,Ozone_8-hr.2008.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Stanislaus County,8-Hour Ozone (2015),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Extreme,W,514453,06,099,a,Ozone_8-hr.2015.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Stanislaus County,PM-2.5 (1997),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Serious,W,514453,06,099,d,PM-2.5.1997.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Stanislaus County,PM-2.5 (2006),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Serious,W,514453,06,099,d,PM-2.5.2006.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Stanislaus County,PM-2.5 (2012),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Serious,W,514453,06,099,A,PM-2.5.2012.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Sutter County,8-Hour Ozone (2008),,"Sacramento Metro, CA",FALSE,21,22,23,  -   -,Yes,Severe 15,P,3433,06,101,c,Ozone_8-hr.2008.Sacramento,9/30/2023
CALIFORNIA,CA,Sutter County,8-Hour Ozone (2015),,"Sacramento Metro, CA",FALSE,21,22,23,  -   -,Yes,Serious,P,3383,06,101,d,Ozone_8-hr.2015.Sacramento,9/30/2023
CALIFORNIA,CA,Sutter County,8-Hour Ozone (2015),,"Sutter Buttes, CA",FALSE,21,22,23,  -   -,Yes,Marginal,P,3,06,101,f,Ozone_8-hr.2015.Sutter_Buttes,9/30/2023
CALIFORNIA,CA,Tehama County,8-Hour Ozone (2008),,"Tuscan Buttes, CA",FALSE,21,22,23,  -   -,Yes,Marginal,P,0,06,103,f,Ozone_8-hr.2008.Tuscan_Buttes,9/30/2023
CALIFORNIA,CA,Tehama County,8-Hour Ozone (2015),,"Tuscan Buttes, CA",FALSE,21,22,23,  -   -,Yes,Marginal (Rural Transport),P,0,06,103,g,Ozone_8-hr.2015.Tuscan_Buttes,9/30/2023
CALIFORNIA,CA,Tulare County,8-Hour Ozone (2008),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Extreme,W,442179,06,107,a,Ozone_8-hr.2008.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Tulare County,8-Hour Ozone (2015),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Extreme,W,442179,06,107,a,Ozone_8-hr.2015.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Tulare County,PM-2.5 (1997),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Serious,W,442179,06,107,d,PM-2.5.1997.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Tulare County,PM-2.5 (2006),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Serious,W,442179,06,107,d,PM-2.5.2006.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Tulare County,PM-2.5 (2012),,"San Joaquin Valley, CA",FALSE,21,22,23,  -   -,Yes,Serious,W,442179,06,107,A,PM-2.5.2012.San_Joaquin_Valley,9/30/2023
CALIFORNIA,CA,Tuolumne County,8-Hour Ozone (2015),,"Tuolumne County, CA",FALSE,21,22,23,  -   -,Yes,Marginal,W,55365,06,109,f,Ozone_8-hr.2015.Tuolumne_Co,9/30/2023
CALIFORNIA,CA,Ventura County,8-Hour Ozone (2008),,"Ventura County, CA",FALSE,21,22,23,  -   -,Yes,Serious,P,823262,06,111,d,Ozone_8-hr.2008.Ventura_Co,9/30/2023
CALIFORNIA,CA,Ventura County,8-Hour Ozone (2015),,"Ventura County, CA",FALSE,21,22,23,  -   -,Yes,Serious,P,820808,06,111,d,Ozone_8-hr.2015.Ventura_Co,9/30/2023
CALIFORNIA,CA,Yolo County,8-Hour Ozone (2008),,"Sacramento Metro, CA",FALSE,21,22,23,  -   -,Yes,Severe 15,W,200849,06,113,c,Ozone_8-hr.2008.Sacramento,9/30/2023
CALIFORNIA,CA,Yolo County,8-Hour Ozone (2015),,"Sacramento Metro, CA",FALSE,21,22,23,  -   -,Yes,Serious,W,200849,06,113,d,Ozone_8-hr.2015.Sacramento,9/30/2023
CALIFORNIA,CA,Yolo County,PM-2.5 (2006),,"Sacramento, CA",FALSE,21,22,23,  -   -,Yes,Moderate,P,199151,06,113,e,PM-2.5.2006.Sacramento,9/30/2023
COLORADO,CO,Adams County,8-Hour Ozone (2008),,"Denver-Boulder-Greeley-Ft. Collins-Loveland, CO",FALSE,21,22,23,  -   -,Yes,Severe 15,W,441603,08,001,c,Ozone_8-hr.2008.Denver,9/30/2023
COLORADO,CO,Adams County,8-Hour Ozone (2015),,"Denver Metro/North Front Range, CO",FALSE,21,22,23,  -   -,Yes,Moderate,W,441603,08,001,e,Ozone_8-hr.2015.Denver,9/30/2023
COLORADO,CO,Arapahoe County,8-Hour Ozone (2008),,"Denver-Boulder-Greeley-Ft. Collins-Loveland, CO",FALSE,21,22,23,  -   -,Yes,Severe 15,W,572003,08,005,c,Ozone_8-hr.2008.Denver,9/30/2023
COLORADO,CO,Arapahoe County,8-Hour Ozone (2015),,"Denver Metro/North Front Range, CO",FALSE,21,22,23,  -   -,Yes,Moderate,W,572003,08,005,e,Ozone_8-hr.2015.Denver,9/30/2023
COLORADO,CO,Boulder County,8-Hour Ozone (2008),,"Denver-Boulder-Greeley-Ft. Collins-Loveland, CO",FALSE,21,22,23,  -   -,Yes,Severe 15,W,294567,08,013,c,Ozone_8-hr.2008.Denver,9/30/2023
COLORADO,CO,Boulder County,8-Hour Ozone (2015),,"Denver Metro/North Front Range, CO",FALSE,21,22,23,  -   -,Yes,Moderate,W,294567,08,013,e,Ozone_8-hr.2015.Denver,9/30/2023
COLORADO,CO,Broomfield County,8-Hour Ozone (2008),,"Denver-Boulder-Greeley-Ft. Collins-Loveland, CO",FALSE,21,22,23,  -   -,Yes,Severe 15,W,55889,08,014,c,Ozone_8-hr.2008.Denver,9/30/2023
COLORADO,CO,Broomfield County,8-Hour Ozone (2015),,"Denver Metro/North Front Range, CO",FALSE,21,22,23,  -   -,Yes,Moderate,W,55889,08,014,e,Ozone_8-hr.2015.Denver,9/30/2023
COLORADO,CO,Denver County,8-Hour Ozone (2008),,"Denver-Boulder-Greeley-Ft. Collins-Loveland, CO",FALSE,21,22,23,  -   -,Yes,Severe 15,W,600158,08,031,c,Ozone_8-hr.2008.Denver,9/30/2023
COLORADO,CO,Denver County,8-Hour Ozone (2015),,"Denver Metro/North Front Range, CO",FALSE,21,22,23,  -   -,Yes,Moderate,W,600158,08,031,e,Ozone_8-hr.2015.Denver,9/30/2023
COLORADO,CO,Douglas County,8-Hour Ozone (2008),,"Denver-Boulder-Greeley-Ft. Collins-Loveland, CO",FALSE,21,22,23,  -   -,Yes,Severe 15,W,285465,08,035,c,Ozone_8-hr.2008.Denver,9/30/2023
COLORADO,CO,Douglas County,8-Hour Ozone (2015),,"Denver Metro/North Front Range, CO",FALSE,21,22,23,  -   -,Yes,Moderate,W,285465,08,035,e,Ozone_8-hr.2015.Denver,9/30/2023
COLORADO,CO,Jefferson County,8-Hour Ozone (2008),,"Denver-Boulder-Greeley-Ft. Collins-Loveland, CO",FALSE,21,22,23,  -   -,Yes,Severe 15,W,534543,08,059,c,Ozone_8-hr.2008.Denver,9/30/2023
COLORADO,CO,Jefferson County,8-Hour Ozone (2015),,"Denver Metro/North Front Range, CO",FALSE,21,22,23,  -   -,Yes,Moderate,W,534543,08,059,e,Ozone_8-hr.2015.Denver,9/30/2023
COLORADO,CO,Larimer County,8-Hour Ozone (2008),,"Denver-Boulder-Greeley-Ft. Collins-Loveland, CO",FALSE,21,22,23,  -   -,Yes,Severe 15,P,294389,08,069,c,Ozone_8-hr.2008.Denver,9/30/2023
COLORADO,CO,Larimer County,8-Hour Ozone (2015),,"Denver Metro/North Front Range, CO",FALSE,21,22,23,  -   -,Yes,Moderate,P,294170,08,069,e,Ozone_8-hr.2015.Denver,9/30/2023
COLORADO,CO,Weld County,8-Hour Ozone (2008),,"Denver-Boulder-Greeley-Ft. Collins-Loveland, CO",FALSE,21,22,23,  -   -,Yes,Severe 15,P,251522,08,123,c,Ozone_8-hr.2008.Denver,9/30/2023
COLORADO,CO,Weld County,8-Hour Ozone (2015),,"Denver Metro/North Front Range, CO",FALSE,21,22,23,  -   -,Yes,Moderate,W,252825,08,123,e,Ozone_8-hr.2015.Denver,9/30/2023
CONNECTICUT,CT,Fairfield County,8-Hour Ozone (2008),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,21,22,23,  -   -,Yes,Severe 15,W,916829,09,001,c,Ozone_8-hr.2008.New_York,9/30/2023
CONNECTICUT,CT,Fairfield County,8-Hour Ozone (2015),,"New York-Northern New Jersey-Long Island, NY-NJ-CT",FALSE,21,22,23,  -   -,Yes,Moderate,W,916829,09,001,e,Ozone_8-hr.2015.New_York,9/30/2023
CONNECTICUT,CT,Hartford County,8-Hour Ozone (2008),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Serious,W,894014,09,003,d,Ozone_8-hr.2008.Connecticut,9/30/2023
CONNECTICUT,CT,Hartford County,8-Hour Ozone (2015),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Moderate,W,894014,09,003,e,Ozone_8-hr.2015.Connecticut,9/30/2023
CONNECTICUT,CT,Litchfield County,8-Hour Ozone (2008),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Serious,W,189927,09,005,d,Ozone_8-hr.2008.Connecticut,9/30/2023
CONNECTICUT,CT,Litchfield County,8-Hour Ozone (2015),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Moderate,W,189927,09,005,e,Ozone_8-hr.2015.Connecticut,9/30/2023
CONNECTICUT,CT,Middlesex County,8-Hour Ozone (2008),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,21,22,23,  -   -,Yes,Severe 15,W,165676,09,007,c,Ozone_8-hr.2008.New_York,9/30/2023
CONNECTICUT,CT,Middlesex County,8-Hour Ozone (2015),,"New York-Northern New Jersey-Long Island, NY-NJ-CT",FALSE,21,22,23,  -   -,Yes,Moderate,W,165676,09,007,e,Ozone_8-hr.2015.New_York,9/30/2023
CONNECTICUT,CT,New Haven County,8-Hour Ozone (2008),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,21,22,23,  -   -,Yes,Severe 15,W,862477,09,009,c,Ozone_8-hr.2008.New_York,9/30/2023
CONNECTICUT,CT,New Haven County,8-Hour Ozone (2015),,"New York-Northern New Jersey-Long Island, NY-NJ-CT",FALSE,21,22,23,  -   -,Yes,Moderate,W,862477,09,009,e,Ozone_8-hr.2015.New_York,9/30/2023
CONNECTICUT,CT,New London County,8-Hour Ozone (2008),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Serious,W,274055,09,011,d,Ozone_8-hr.2008.Connecticut,9/30/2023
CONNECTICUT,CT,New London County,8-Hour Ozone (2015),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Moderate,W,274055,09,011,e,Ozone_8-hr.2015.Connecticut,9/30/2023
CONNECTICUT,CT,Tolland County,8-Hour Ozone (2008),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Serious,W,152691,09,013,d,Ozone_8-hr.2008.Connecticut,9/30/2023
CONNECTICUT,CT,Tolland County,8-Hour Ozone (2015),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Moderate,W,152691,09,013,e,Ozone_8-hr.2015.Connecticut,9/30/2023
CONNECTICUT,CT,Windham County,8-Hour Ozone (2008),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Serious,W,118428,09,015,d,Ozone_8-hr.2008.Connecticut,9/30/2023
CONNECTICUT,CT,Windham County,8-Hour Ozone (2015),,"Greater Connecticut, CT",FALSE,21,22,23,  -   -,Yes,Moderate,W,118428,09,015,e,Ozone_8-hr.2015.Connecticut,9/30/2023
DELAWARE,DE,New Castle County,8-Hour Ozone (2008),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,21,22,23,  -   -,Yes,Marginal,W,538479,10,003,f,Ozone_8-hr.2008.Philadelphia,9/30/2023
DELAWARE,DE,New Castle County,8-Hour Ozone (2015),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,21,22,23,  -   -,Yes,Moderate,W,538479,10,003,e,Ozone_8-hr.2015.Philadelphia,9/30/2023
DELAWARE,DE,Sussex County,8-Hour Ozone (2008),,"Seaford, DE",FALSE,21,22,23,  -   -,Yes,Marginal,W,197145,10,005,f,Ozone_8-hr.2008.Sussex_Co,9/30/2023
DISTRICT OF COLUMBIA,DC,District of Columbia,8-Hour Ozone (2015),,"Washington, DC-MD-VA",FALSE,21,22,23,  -   -,Yes,Moderate,W,601723,11,001,e,Ozone_8-hr.2015.Washington,9/30/2023
GUAM,GU,Guam,Sulfur Dioxide (1971),,"Piti, GU",FALSE,21,22,23,  -   -,Yes,Primary,P,1000,66,010,A,SO2.1978.Piti,9/30/2023
GUAM,GU,Guam,Sulfur Dioxide (1971),,"Tanguisson, GU",FALSE,21,22,23,  -   -,Yes,Primary,P,1000,66,010,A,SO2.1978.Tanguisson,9/30/2023
GUAM,GU,Guam,Sulfur Dioxide (2010),,"Piti-Cabras, GU",FALSE,21,22,23,  -   -,Yes,,P,6116,66,010,A,SO2.2010.Piti-Cabras,9/30/2023
IDAHO,ID,Bannock County,PM-10 (1987),,"Power-Bannock Counties; Fort Hall Indian Reservation, ID",FALSE,21,22,23,  -   -,Yes,Moderate,P,315,16,005,B,PM-10.1990.Fort_Hall,9/30/2023
IDAHO,ID,Power County,PM-10 (1987),,"Power-Bannock Counties; Fort Hall Indian Reservation, ID",FALSE,21,22,23,  -   -,Yes,Moderate,P,276,16,077,B,PM-10.1990.Fort_Hall,9/30/2023
ILLINOIS,IL,Cook County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,W,5194675,17,031,e,Ozone_8-hr.2015.Chicago,9/30/2023
ILLINOIS,IL,DuPage County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,W,916924,17,043,e,Ozone_8-hr.2015.Chicago,9/30/2023
ILLINOIS,IL,Grundy County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,P,19251,17,063,e,Ozone_8-hr.2015.Chicago,9/30/2023
ILLINOIS,IL,Kane County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,W,515269,17,089,e,Ozone_8-hr.2015.Chicago,9/30/2023
ILLINOIS,IL,Kendall County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,P,49334,17,093,e,Ozone_8-hr.2015.Chicago,9/30/2023
ILLINOIS,IL,Lake County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,W,703462,17,097,e,Ozone_8-hr.2015.Chicago,9/30/2023
ILLINOIS,IL,Madison County,8-Hour Ozone (2015),,"St. Louis, MO-IL",FALSE,21,22,23,  -   -,Yes,Moderate,W,269282,17,119,e,Ozone_8-hr.2015.St_Louis,9/30/2023
ILLINOIS,IL,Madison County,Sulfur Dioxide (2010),,"Alton Township, IL",FALSE,21,22,23,  -   -,Yes,,P,0,17,119,A,SO2.2010.Alton,9/30/2023
ILLINOIS,IL,McHenry County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,W,308760,17,111,e,Ozone_8-hr.2015.Chicago,9/30/2023
ILLINOIS,IL,Monroe County,8-Hour Ozone (2015),,"St. Louis, MO-IL",FALSE,21,22,23,  -   -,Yes,Moderate,W,32957,17,133,e,Ozone_8-hr.2015.St_Louis,9/30/2023
ILLINOIS,IL,St. Clair County,8-Hour Ozone (2015),,"St. Louis, MO-IL",FALSE,21,22,23,  -   -,Yes,Moderate,W,270056,17,163,e,Ozone_8-hr.2015.St_Louis,9/30/2023
ILLINOIS,IL,Will County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,W,677560,17,197,e,Ozone_8-hr.2015.Chicago,9/30/2023
INDIANA,IN,Huntington County,Sulfur Dioxide (2010),,"Huntington, IN",FALSE,21,22,23,  -   -,Yes,,P,20838,18,069,A,SO2.2010.Huntington_IN,9/30/2023
INDIANA,IN,Lake County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,P,421162,18,089,e,Ozone_8-hr.2015.Chicago,9/30/2023
INDIANA,IN,Porter County,8-Hour Ozone (2015),,"Chicago, IL-IN-WI",FALSE,21,22,23,  -   -,Yes,Moderate,P,140700,18,127,e,Ozone_8-hr.2015.Chicago,9/30/2023
IOWA,IA,Muscatine County,Sulfur Dioxide (2010),,"Muscatine, IA",FALSE,21,22,23,  -   -,Yes,,P,30329,19,139,A,SO2.2010.Muscatine_Co,9/30/2023
KANSAS,KS,Saline County,Lead (2008),,"Saline County, KS",FALSE,21,22,23,  -   -,Yes,,P,9,20,169,A,Lead.2008.Salina,9/30/2023
KENTUCKY,KY,Boone County,8-Hour Ozone (2015),,"Cincinnati, OH-KY",TRUE,21,22,23,  -   -,Yes,Moderate,P,113158,21,015,e,Ozone_8-hr.2015.Cincinnati,9/30/2023
KENTUCKY,KY,Bullitt County,8-Hour Ozone (2015),,"Louisville, KY-IN",TRUE,21,22,23,  -   -,Yes,Moderate,W,74319,21,029,e,Ozone_8-hr.2015.Louisville,9/30/2023
KENTUCKY,KY,Campbell County,8-Hour Ozone (2015),,"Cincinnati, OH-KY",TRUE,21,22,23,  -   -,Yes,Moderate,P,82634,21,037,e,Ozone_8-hr.2015.Cincinnati,9/30/2023
KENTUCKY,KY,Henderson County,Sulfur Dioxide (2010),,"Henderson-Webster Counties, KY",FALSE,21,22,23,  -   -,Yes,,P,3783,21,101,A,SO2.2010.Henderson_Webster_Cos,9/30/2023
KENTUCKY,KY,Jefferson County,8-Hour Ozone (2015),,"Louisville, KY-IN",TRUE,21,22,23,  -   -,Yes,Moderate,W,741096,21,111,e,Ozone_8-hr.2015.Louisville,9/30/2023
KENTUCKY,KY,Kenton County,8-Hour Ozone (2015),,"Cincinnati, OH-KY",TRUE,21,22,23,  -   -,Yes,Moderate,P,152176,21,117,e,Ozone_8-hr.2015.Cincinnati,9/30/2023
KENTUCKY,KY,Oldham County,8-Hour Ozone (2015),,"Louisville, KY-IN",TRUE,21,22,23,  -   -,Yes,Moderate,W,60316,21,185,e,Ozone_8-hr.2015.Louisville,9/30/2023
KENTUCKY,KY,Webster County,Sulfur Dioxide (2010),,"Henderson-Webster Counties, KY",FALSE,21,22,23,  -   -,Yes,,P,3149,21,233,A,SO2.2010.Henderson_Webster_Cos,9/30/2023
LOUISIANA,LA,Evangeline Parish,Sulfur Dioxide (2010),,"Evangeline Parish (Partial), LA",FALSE,21,22,23,  -   -,Yes,,P,124,22,039,A,SO2.2010.Evangeline_Par,9/30/2023
LOUISIANA,LA,St. Bernard Parish,Sulfur Dioxide (2010),,"St. Bernard Parish, LA",FALSE,21,22,23,  -   -,Yes,,W,35897,22,087,A,SO2.2010.St_Bernard_Par,9/30/2023
MARYLAND,MD,Anne Arundel County,8-Hour Ozone (2008),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,537656,24,003,e,Ozone_8-hr.2008.Baltimore,9/30/2023
MARYLAND,MD,Anne Arundel County,8-Hour Ozone (2015),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,537656,24,003,e,Ozone_8-hr.2015.Baltimore,9/30/2023
MARYLAND,MD,Anne Arundel County,Sulfur Dioxide (2010),,"Anne Arundel County and Baltimore County, MD",FALSE,21,22,23,  -   -,Yes,,P,479620,24,003,A,SO2.2010.Baltimore,9/30/2023
MARYLAND,MD,Baltimore County,8-Hour Ozone (2008),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,805029,24,005,e,Ozone_8-hr.2008.Baltimore,9/30/2023
MARYLAND,MD,Baltimore County,8-Hour Ozone (2015),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,805029,24,005,e,Ozone_8-hr.2015.Baltimore,9/30/2023
MARYLAND,MD,Baltimore County,Sulfur Dioxide (2010),,"Anne Arundel County and Baltimore County, MD",FALSE,21,22,23,  -   -,Yes,,P,510713,24,005,A,SO2.2010.Baltimore,9/30/2023
MARYLAND,MD,Baltimore city,8-Hour Ozone (2008),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,620961,24,510,e,Ozone_8-hr.2008.Baltimore,9/30/2023
MARYLAND,MD,Baltimore city,8-Hour Ozone (2015),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,620961,24,510,e,Ozone_8-hr.2015.Baltimore,9/30/2023
MARYLAND,MD,Calvert County,8-Hour Ozone (2015),,"Washington, DC-MD-VA",FALSE,21,22,23,  -   -,Yes,Moderate,W,88737,24,009,e,Ozone_8-hr.2015.Washington,9/30/2023
MARYLAND,MD,Carroll County,8-Hour Ozone (2008),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,167134,24,013,e,Ozone_8-hr.2008.Baltimore,9/30/2023
MARYLAND,MD,Carroll County,8-Hour Ozone (2015),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,167134,24,013,e,Ozone_8-hr.2015.Baltimore,9/30/2023
MARYLAND,MD,Cecil County,8-Hour Ozone (2008),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,21,22,23,  -   -,Yes,Marginal,W,101108,24,015,f,Ozone_8-hr.2008.Philadelphia,9/30/2023
MARYLAND,MD,Cecil County,8-Hour Ozone (2015),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,21,22,23,  -   -,Yes,Moderate,W,101108,24,015,e,Ozone_8-hr.2015.Philadelphia,9/30/2023
MARYLAND,MD,Charles County,8-Hour Ozone (2015),,"Washington, DC-MD-VA",FALSE,21,22,23,  -   -,Yes,Moderate,W,146551,24,017,e,Ozone_8-hr.2015.Washington,9/30/2023
MARYLAND,MD,Frederick County,8-Hour Ozone (2015),,"Washington, DC-MD-VA",FALSE,21,22,23,  -   -,Yes,Moderate,W,233385,24,021,e,Ozone_8-hr.2015.Washington,9/30/2023
MARYLAND,MD,Harford County,8-Hour Ozone (2008),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,244826,24,025,e,Ozone_8-hr.2008.Baltimore,9/30/2023
MARYLAND,MD,Harford County,8-Hour Ozone (2015),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,244826,24,025,e,Ozone_8-hr.2015.Baltimore,9/30/2023
MARYLAND,MD,Howard County,8-Hour Ozone (2008),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,287085,24,027,e,Ozone_8-hr.2008.Baltimore,9/30/2023
MARYLAND,MD,Howard County,8-Hour Ozone (2015),,"Baltimore, MD",FALSE,21,22,23,  -   -,Yes,Moderate,W,287085,24,027,e,Ozone_8-hr.2015.Baltimore,9/30/2023
MARYLAND,MD,Montgomery County,8-Hour Ozone (2015),,"Washington, DC-MD-VA",FALSE,21,22,23,  -   -,Yes,Moderate,W,971777,24,031,e,Ozone_8-hr.2015.Washington,9/30/2023
MARYLAND,MD,Prince George's County,8-Hour Ozone (2015),,"Washington, DC-MD-VA",FALSE,21,22,23,  -   -,Yes,Moderate,W,863420,24,033,e,Ozone_8-hr.2015.Washington,9/30/2023
MASSACHUSETTS,MA,Dukes County,8-Hour Ozone (2008),,"Dukes County, MA",FALSE,21,22,23,  -   -,Yes,Marginal,W,16535,25,007,f,Ozone_8-hr.2008.Dukes_Co,9/30/2023
MICHIGAN,MI,Allegan County,8-Hour Ozone (2015),,"Allegan County, MI",FALSE,21,22,23,  -   -,Yes,Moderate,P,46615,26,005,e,Ozone_8-hr.2015.Allegan_Co,9/30/2023
MICHIGAN,MI,Berrien County,8-Hour Ozone (2015),,"Berrien County, MI",FALSE,21,22,23,  -   -,Yes,Moderate,W,156813,26,021,e,Ozone_8-hr.2015.Benton_Harbor,9/30/2023
MICHIGAN,MI,Muskegon County,8-Hour Ozone (2015),,"Muskegon County, MI",FALSE,21,22,23,  -   -,Yes,Moderate,P,146852,26,121,e,Ozone_8-hr.2015.Muskegon,9/30/2023
MICHIGAN,MI,St. Clair County,Sulfur Dioxide (2010),,"St. Clair, MI",FALSE,21,22,23,  -   -,Yes,,P,52102,26,147,A,SO2.2010.St_Clair,9/30/2023
MICHIGAN,MI,Wayne County,Sulfur Dioxide (2010),,"Detroit, MI",FALSE,21,22,23,  -   -,Yes,,P,254079,26,163,A,SO2.2010.Detroit,9/30/2023
MINNESOTA,MN,Dakota County,Lead (2008),,"Eagan, MN",FALSE,21,22,23,  -   -,Yes,,P,8997,27,037,A,Lead.2008.Eagan,9/30/2023
MISSOURI,MO,Dent County,Lead (2008),,"Iron, Dent, and Reynolds Counties, MO",FALSE,21,22,23,  -   -,Yes,,P,106,29,065,A,Lead.2008.Iron,9/30/2023
